time,station_id,battery_volt,rssi,temperature,hummidity,wind_max,wind_average,wind_direction,rain,station_name
2024-06-08 05:08:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:09:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:10:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:11:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:12:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:13:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:14:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:15:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:16:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:17:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:18:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:19:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:20:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:21:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:22:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:23:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:24:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:25:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:26:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
